time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-30 00:00:00+00:00,4,3,4,2
2022-10-01 00:00:00+00:00,2,2,1,1
2022-10-02 00:00:00+00:00,1,1,6,2
2022-10-03 00:00:00+00:00,3,3,16,5
2022-10-04 00:00:00+00:00,1,1,10,4
2022-10-05 00:00:00+00:00,2,2,15,6
2022-10-06 00:00:00+00:00,8,6,24,9
2022-10-07 00:00:00+00:00,2,2,8,3
2022-10-08 00:00:00+00:00,3,3,13,1
2022-10-09 00:00:00+00:00,4,3,3,2
2022-10-10 00:00:00+00:00,1,1,3,3
2022-10-11 00:00:00+00:00,3,2,17,7
2022-10-12 00:00:00+00:00,2,2,7,4
2022-10-13 00:00:00+00:00,2,2,61,6
