url_path,views_total,views_unique
/ethyca/fideslang,8,5
/ethyca/fideslang/blob/main/demo_resources/demo_dataset.yml,1,1
/ethyca/fideslang/blob/main/demo_resources/demo_policy.yml,1,1
/ethyca/fideslang/blob/main/demo_resources/demo_system.yml,1,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_categories.py,1,1
/ethyca/fideslang/deployments/github-pages,1,1
/ethyca/fideslang/tree/main/demo_resources,1,1
/ethyca/fideslang/tree/main/src,1,1
/ethyca/fideslang/tree/main/src/fideslang,1,1
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,1,1
