url_path,views_total,views_unique
/ethyca/fideslang,27,20
/ethyca/fideslang/blob/main/data_files/data_categories.yml,7,6
/ethyca/fideslang/tree/main/src/fideslang,5,3
/ethyca/fideslang/blob/main/demo_resources/demo_dataset.yml,3,2
/ethyca/fideslang/tree/main/demo_resources,3,2
/ethyca/fideslang/tree/main/data_files,2,2
/ethyca/fideslang/tree/main/src,2,2
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,2,1
/ethyca/fideslang/tree/main/scripts,2,1
/ethyca/fideslang/blob/f8e66a21fbf12df277cac327ba55efeeb8c8c442/src/fideslang/models.py,1,1
