url_path,views_total,views_unique
/ethyca/fideslang,30,21
/ethyca/fideslang/tree/main/src/fideslang,13,4
/ethyca/fideslang/blob/main/src/fideslang/models.py,12,7
/ethyca/fideslang/tree/main/src,11,3
/ethyca/fideslang/blob/main/data_files/data_categories.yml,6,3
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,6,2
/ethyca/fideslang/blob/main/src/fideslang/__init__.py,4,1
/ethyca/fideslang/blob/main/src/__init__.py,4,1
/ethyca/fideslang/tree/main/demo_resources,2,2
/ethyca/fideslang/find/main,2,1
