url_path,views_total,views_unique
/ethyca/fideslang,44,26
/ethyca/fideslang/tree/main/data_files,22,3
/ethyca/fideslang/tree/main/src/fideslang,14,4
/ethyca/fideslang/blob/main/data_files/data_categories.yml,14,2
/ethyca/fideslang/blob/main/data_files/data_categories.csv,13,4
/ethyca/fideslang/pull/106,12,4
/ethyca/fideslang/issues/104,11,3
/ethyca/fideslang/blob/main/src/fideslang/models.py,10,4
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,10,3
/ethyca/fideslang/tree/main/src,8,4
