url_path,views_total,views_unique
/ethyca/fideslang,60,20
/ethyca/fideslang/search,27,3
/ethyca/fideslang/tree/main/src/fideslang,17,4
/ethyca/fideslang/tree/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang,13,1
/ethyca/fideslang/tree/main/src,10,4
/ethyca/fideslang/blob/a1dd092416f2799be9b4d817f209f86347d0910c/src/fideslang/models.py,9,1
/ethyca/fideslang/tree/main/data_files,8,5
/ethyca/fideslang/tree/a1dd092416f2799be9b4d817f209f86347d0910c/src/fideslang,7,1
/ethyca/fideslang/blob/b38395bf74636186e03e6dc67434b360b358aa7b/src/fideslang/parse.py,6,1
/ethyca/fideslang/blob/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang/default_taxonomy.py,6,1
