url_path,views_total,views_unique
/ethyca/fideslang,10,5
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_categories.py,2,2
/ethyca/fideslang/tree/main/src,2,2
/ethyca/fideslang/tree/main/src/fideslang,2,2
/ethyca/fideslang/tree/main,2,1
/ethyca/fideslang/blob/main/src/fideslang/gvl/gvl_data_category_mapping.json,1,1
/ethyca/fideslang/blob/main/src/fideslang/gvl/gvl_data_use_mapping.json,1,1
/ethyca/fideslang/tree/main/scripts,1,1
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,1,1
/ethyca/fideslang/tree/main/src/fideslang/gvl,1,1
