referrer,views_total,views_unique
ethyca.github.io,21,2
Google,19,7
github.com,6,4
ethyca.com,2,2
br.search.yahoo.com,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
search.brave.com,1,1
