time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-05 00:00:00+00:00,1,1,,
2023-03-06 00:00:00+00:00,1,1,,
2023-03-07 00:00:00+00:00,1,1,25.0,4.0
2023-03-08 00:00:00+00:00,2,2,3.0,2.0
2023-03-09 00:00:00+00:00,3,2,19.0,9.0
2023-03-10 00:00:00+00:00,1,1,1.0,1.0
2023-03-11 00:00:00+00:00,2,2,1.0,1.0
2023-03-12 00:00:00+00:00,1,1,,
2023-03-13 00:00:00+00:00,2,2,32.0,5.0
2023-03-14 00:00:00+00:00,1,1,10.0,5.0
2023-03-15 00:00:00+00:00,1,1,89.0,6.0
2023-03-16 00:00:00+00:00,1,1,27.0,3.0
2023-03-17 00:00:00+00:00,1,1,4.0,4.0
2023-03-18 00:00:00+00:00,2,2,8.0,3.0
