time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,361,88,1,1
2026-05-02 00:00:00+00:00,77,20,1,1
2026-05-03 00:00:00+00:00,68,20,1,1
2026-05-04 00:00:00+00:00,456,114,1,1
2026-05-05 00:00:00+00:00,694,175,5,1
2026-05-06 00:00:00+00:00,720,181,1,1
2026-05-07 00:00:00+00:00,279,72,0,0
2026-05-08 00:00:00+00:00,254,71,0,0
2026-05-09 00:00:00+00:00,200,51,0,0
2026-05-10 00:00:00+00:00,20,5,2,2
2026-05-11 00:00:00+00:00,368,89,2,2
2026-05-12 00:00:00+00:00,324,84,4,4
2026-05-13 00:00:00+00:00,332,84,2,2
2026-05-14 00:00:00+00:00,490,123,1,1
