time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-03 00:00:00+00:00,1,1,59.0,8.0
2022-11-04 00:00:00+00:00,2,2,7.0,3.0
2022-11-05 00:00:00+00:00,2,2,15.0,3.0
2022-11-06 00:00:00+00:00,2,2,,
2022-11-07 00:00:00+00:00,2,2,6.0,3.0
2022-11-08 00:00:00+00:00,1,1,38.0,3.0
2022-11-09 00:00:00+00:00,9,9,43.0,6.0
2022-11-10 00:00:00+00:00,11,3,6.0,2.0
2022-11-11 00:00:00+00:00,2,2,10.0,3.0
2022-11-12 00:00:00+00:00,1,1,4.0,3.0
2022-11-13 00:00:00+00:00,2,2,,
2022-11-14 00:00:00+00:00,2,2,64.0,12.0
2022-11-15 00:00:00+00:00,1,1,21.0,8.0
2022-11-16 00:00:00+00:00,2,2,6.0,6.0
