url_path,views_total,views_unique
/ethyca/fideslang,33,24
/ethyca/fideslang/blob/main/data_files/data_categories.yml,6,2
/ethyca/fideslang/blob/main/data_files/data_categories.csv,4,2
/ethyca/fideslang/blob/main/data_files/data_categories.json,4,2
/ethyca/fideslang/blob/main/demo_resources/demo_dataset.yml,3,2
/ethyca/fideslang/pull/97,3,2
/ethyca/fideslang/tree/main/data_files,3,2
/ethyca/fideslang/blob/main/demo_resources/demo_extended_taxonomy.yml,2,2
/ethyca/fideslang/blob/main/demo_resources/demo_policy.yml,2,2
/ethyca/fideslang/blob/main/LICENSE,2,2
