referrer,views_total,views_unique
ethyca.github.io,34,7
Google,18,5
github.com,9,6
mail.google.com,2,1
ethyca.com,1,1
medium.ethyca.com,1,1
DuckDuckGo,1,1
search.brave.com,1,1
