time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,49,25,1,1
2026-06-07 00:00:00+00:00,0,0,0,0
2026-06-08 00:00:00+00:00,4,3,1,1
2026-06-09 00:00:00+00:00,14,5,2,2
2026-06-10 00:00:00+00:00,36,29,1,1
2026-06-11 00:00:00+00:00,9,3,1,1
2026-06-12 00:00:00+00:00,27,5,2,2
2026-06-13 00:00:00+00:00,27,8,5,5
2026-06-14 00:00:00+00:00,0,0,0,0
2026-06-15 00:00:00+00:00,4,1,1,1
2026-06-16 00:00:00+00:00,13,5,1,1
2026-06-17 00:00:00+00:00,1,1,2,2
2026-06-18 00:00:00+00:00,0,0,3,1
2026-06-19 00:00:00+00:00,3,3,4,4
