time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-12 00:00:00+00:00,2,2,0,0
2026-03-13 00:00:00+00:00,1,1,0,0
2026-03-14 00:00:00+00:00,1,1,6,2
2026-03-15 00:00:00+00:00,0,0,0,0
2026-03-16 00:00:00+00:00,81,6,9,2
2026-03-17 00:00:00+00:00,142,19,5,2
2026-03-18 00:00:00+00:00,7,2,0,0
2026-03-19 00:00:00+00:00,36,6,1,1
2026-03-20 00:00:00+00:00,7,2,0,0
2026-03-21 00:00:00+00:00,1,1,0,0
2026-03-22 00:00:00+00:00,0,0,1,1
2026-03-23 00:00:00+00:00,147,17,14,2
2026-03-24 00:00:00+00:00,59,12,1,1
2026-03-25 00:00:00+00:00,210,62,46,2
