url_path,views_total,views_unique
/ethyca/fideslang,5,4
/ethyca/fideslang/pulls,3,1
/ethyca/fideslang/tree/main/src/fideslang,3,1
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,3,1
/ethyca/fideslang/blob/main/README.md,1,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_categories.py,1,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/organizations.py,1,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/utils.py,1,1
/ethyca/fideslang/pull/20,1,1
/ethyca/fideslang/tree/main/src,1,1
