referrer,views_total,views_unique
Google,19,7
ethyca.github.io,15,2
github.com,6,4
ethyca.com,2,2
br.search.yahoo.com,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
search.brave.com,1,1
