url_path,views_total,views_unique
/ethyca/fideslang/tree/main,10,3
/ethyca/fideslang/tree/main/data_files,10,1
/ethyca/fideslang,5,4
/ethyca/fideslang/blob/main/data_files/data_categories.json,4,1
/ethyca/fideslang/tree/main/src,4,1
/ethyca/fideslang/blob/main/data_files/data_categories.yml,2,1
/ethyca/fideslang/blob/main/data_files/data_subjects.json,2,1
/ethyca/fideslang/blob/main/data_files/data_uses.json,2,1
/ethyca/fideslang/tree/main/src/fideslang,2,1
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,2,1
