time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-01 00:00:00+00:00,,,16,8
2022-02-02 00:00:00+00:00,,,10,5
2022-02-03 00:00:00+00:00,,,26,10
2022-02-04 00:00:00+00:00,,,17,10
2022-02-05 00:00:00+00:00,,,7,5
2022-02-06 00:00:00+00:00,,,1,1
2022-02-07 00:00:00+00:00,,,17,9
2022-02-08 00:00:00+00:00,,,8,4
2022-02-09 00:00:00+00:00,,,5,3
2022-02-10 00:00:00+00:00,1.0,1.0,16,6
2022-02-11 00:00:00+00:00,2.0,2.0,12,5
2022-02-12 00:00:00+00:00,,,4,4
2022-02-13 00:00:00+00:00,,,12,7
2022-02-14 00:00:00+00:00,,,24,4
