time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-31 00:00:00+00:00,81,45,4,4
2026-06-01 00:00:00+00:00,29,8,2,1
2026-06-02 00:00:00+00:00,21,6,2,2
2026-06-03 00:00:00+00:00,175,50,0,0
2026-06-04 00:00:00+00:00,5,2,0,0
2026-06-05 00:00:00+00:00,6,3,1,1
2026-06-06 00:00:00+00:00,49,25,1,1
2026-06-07 00:00:00+00:00,0,0,0,0
2026-06-08 00:00:00+00:00,4,3,1,1
2026-06-09 00:00:00+00:00,14,5,2,2
2026-06-10 00:00:00+00:00,36,29,1,1
2026-06-11 00:00:00+00:00,9,3,1,1
2026-06-12 00:00:00+00:00,27,5,2,2
2026-06-13 00:00:00+00:00,27,8,5,5
