time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-08 00:00:00+00:00,3,3,13,1
2022-10-09 00:00:00+00:00,4,3,3,2
2022-10-10 00:00:00+00:00,1,1,3,3
2022-10-11 00:00:00+00:00,3,2,17,7
2022-10-12 00:00:00+00:00,2,2,7,4
2022-10-13 00:00:00+00:00,2,2,61,6
2022-10-14 00:00:00+00:00,3,3,5,2
2022-10-15 00:00:00+00:00,1,1,2,2
2022-10-16 00:00:00+00:00,5,3,2,1
2022-10-17 00:00:00+00:00,4,3,66,6
2022-10-18 00:00:00+00:00,2,2,5,4
2022-10-19 00:00:00+00:00,16,5,11,3
2022-10-20 00:00:00+00:00,2,2,18,5
2022-10-21 00:00:00+00:00,3,3,2,1
