time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-06 00:00:00+00:00,1.0,1.0,13,7
2022-09-07 00:00:00+00:00,3.0,3.0,7,4
2022-09-08 00:00:00+00:00,,,12,4
2022-09-09 00:00:00+00:00,,,16,8
2022-09-10 00:00:00+00:00,1.0,1.0,6,4
2022-09-11 00:00:00+00:00,1.0,1.0,1,1
2022-09-12 00:00:00+00:00,1.0,1.0,24,7
2022-09-13 00:00:00+00:00,1.0,1.0,21,5
2022-09-14 00:00:00+00:00,4.0,4.0,5,4
2022-09-15 00:00:00+00:00,3.0,2.0,19,6
2022-09-16 00:00:00+00:00,54.0,5.0,14,4
2022-09-17 00:00:00+00:00,2.0,2.0,13,2
2022-09-18 00:00:00+00:00,1.0,1.0,11,5
2022-09-19 00:00:00+00:00,2.0,2.0,22,10
