time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-15 00:00:00+00:00,3,2,19.0,6.0
2022-09-16 00:00:00+00:00,54,5,14.0,4.0
2022-09-17 00:00:00+00:00,2,2,13.0,2.0
2022-09-18 00:00:00+00:00,1,1,11.0,5.0
2022-09-19 00:00:00+00:00,14,3,23.0,11.0
2022-09-20 00:00:00+00:00,10,7,48.0,10.0
2022-09-21 00:00:00+00:00,3,3,12.0,3.0
2022-09-22 00:00:00+00:00,2,2,6.0,3.0
2022-09-23 00:00:00+00:00,4,3,22.0,6.0
2022-09-24 00:00:00+00:00,4,3,,
2022-09-25 00:00:00+00:00,1,1,1.0,1.0
2022-09-26 00:00:00+00:00,3,3,33.0,2.0
2022-09-27 00:00:00+00:00,1,1,26.0,3.0
2022-09-28 00:00:00+00:00,16,5,63.0,5.0
