time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-03 00:00:00+00:00,2,2,4,1
2022-12-04 00:00:00+00:00,1,1,1,1
2022-12-05 00:00:00+00:00,3,2,6,4
2022-12-06 00:00:00+00:00,9,6,30,10
2022-12-07 00:00:00+00:00,12,6,36,5
2022-12-08 00:00:00+00:00,194,29,47,7
2022-12-09 00:00:00+00:00,235,41,65,10
2022-12-10 00:00:00+00:00,2,2,8,4
2022-12-11 00:00:00+00:00,3,3,1,1
2022-12-12 00:00:00+00:00,21,5,44,7
2022-12-13 00:00:00+00:00,256,20,63,10
2022-12-14 00:00:00+00:00,219,16,19,5
2022-12-15 00:00:00+00:00,305,63,7,3
2022-12-16 00:00:00+00:00,2,2,14,6
