referrer,views_total,views_unique
ethyca.github.io,67,6
ethyca.com,62,4
github.com,19,10
Google,10,4
ethyca.atlassian.net,3,1
DuckDuckGo,2,2
medium.ethyca.com,1,1
euc-word-edit.officeapps.live.com,1,1
