url_path,views_total,views_unique
/ethyca/fideslang,21,11
/ethyca/fideslang/tree/iab-fides-taxonomy/mkdocs/docs,9,1
/ethyca/fideslang/pull/11,8,2
/ethyca/fideslang/blob/main/data_files/data_categories.yml,8,1
/ethyca/fideslang/blob/main/data_files/data_subjects.yml,8,1
/ethyca/fideslang/pulls,6,2
/ethyca/fideslang/blob/main/data_files/data_uses.yml,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_categories.md,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_subjects.md,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_uses.md,6,1
