url_path,views_total,views_unique
/ethyca/fideslang,41,26
/ethyca/fideslang/tree/main/data_files,20,3
/ethyca/fideslang/blob/main/data_files/data_categories.yml,14,2
/ethyca/fideslang/blob/main/data_files/data_categories.csv,12,3
/ethyca/fideslang/tree/main/src/fideslang,10,2
/ethyca/fideslang/issues/104,8,3
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,8,2
/ethyca/fideslang/blob/main/src/fideslang/models.py,6,2
/ethyca/fideslang/blob/main/data_files/data_qualifiers.csv,5,2
/ethyca/fideslang/blob/main/LICENSE,4,2
