url_path,views_total,views_unique
/ethyca/fideslang,69,44
/ethyca/fideslang/tree/main/src,8,6
/ethyca/fideslang/tree/main/src/fideslang,8,6
/ethyca/fideslang/blob/caa4848cd0ea39138e16b75f68893fa1508a5b6b/src/fideslang/models.py,7,4
/ethyca/fideslang/issues/44,6,5
/ethyca/fideslang/pull/45/files,6,4
/ethyca/fideslang/blob/main/src/fideslang/models.py,4,4
/ethyca/fideslang/pull/45,3,3
/ethyca/fideslang/blob/main/data_files/data_categories.csv,3,1
/ethyca/fideslang/blob/main/src/fideslang/relationships.py,2,2
