time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,2,2,3.0,2.0
2025-08-22 00:00:00+00:00,5,5,1.0,1.0
2025-08-23 00:00:00+00:00,4,4,,
2025-08-24 00:00:00+00:00,4,4,,
2025-08-25 00:00:00+00:00,11,6,3.0,2.0
2025-08-26 00:00:00+00:00,297,107,6.0,2.0
2025-08-27 00:00:00+00:00,241,63,10.0,3.0
2025-08-28 00:00:00+00:00,32,14,,
2025-08-29 00:00:00+00:00,106,34,,
2025-08-30 00:00:00+00:00,124,38,,
2025-08-31 00:00:00+00:00,135,55,,
2025-09-01 00:00:00+00:00,135,49,1.0,1.0
2025-09-02 00:00:00+00:00,226,68,6.0,2.0
2025-09-03 00:00:00+00:00,187,59,18.0,2.0
