time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-06 00:00:00+00:00,3.0,3.0,4,2
2022-08-07 00:00:00+00:00,4.0,3.0,11,3
2022-08-08 00:00:00+00:00,1.0,1.0,3,3
2022-08-09 00:00:00+00:00,,,22,9
2022-08-10 00:00:00+00:00,38.0,7.0,54,11
2022-08-11 00:00:00+00:00,24.0,6.0,39,11
2022-08-12 00:00:00+00:00,71.0,9.0,104,9
2022-08-13 00:00:00+00:00,5.0,2.0,1,1
2022-08-14 00:00:00+00:00,2.0,1.0,5,3
2022-08-15 00:00:00+00:00,,,14,5
2022-08-16 00:00:00+00:00,,,12,6
2022-08-17 00:00:00+00:00,,,15,9
2022-08-18 00:00:00+00:00,6.0,1.0,13,4
2022-08-19 00:00:00+00:00,,,21,4
