referrer,views_total,views_unique
github.com,100,12
ethyca.github.io,39,5
Google,25,10
ethyca.com,5,4
ethyca-site.vercel.app,4,1
ethyca-site-development.vercel.app,3,1
medium.ethyca.com,1,1
