url_path,views_total,views_unique
/ethyca/fideslang,58,22
/ethyca/fideslang/search,20,2
/ethyca/fideslang/tree/main/src/fideslang,13,3
/ethyca/fideslang/tree/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang,13,1
/ethyca/fideslang/tree/main/data_files,6,4
/ethyca/fideslang/tree/main/src,6,3
/ethyca/fideslang/blob/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang/default_taxonomy.py,6,1
/ethyca/fideslang/blob/main/src/fideslang/parse.py,4,2
/ethyca/fideslang/tree/main/mkdocs,4,2
/ethyca/fideslang/blob/a1dd092416f2799be9b4d817f209f86347d0910c/src/fideslang/models.py,4,1
