time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-01 00:00:00+00:00,4,4,30,10
2023-06-02 00:00:00+00:00,27,4,43,9
2023-06-03 00:00:00+00:00,2,2,34,4
2023-06-04 00:00:00+00:00,1,1,8,3
2023-06-05 00:00:00+00:00,76,21,31,8
2023-06-06 00:00:00+00:00,53,8,53,6
2023-06-07 00:00:00+00:00,159,37,75,7
2023-06-08 00:00:00+00:00,3,3,343,28
2023-06-09 00:00:00+00:00,19,5,52,13
2023-06-10 00:00:00+00:00,1,1,13,4
2023-06-11 00:00:00+00:00,17,5,115,9
2023-06-12 00:00:00+00:00,26,10,110,10
2023-06-13 00:00:00+00:00,99,9,74,11
2023-06-14 00:00:00+00:00,44,8,118,10
