url_path,views_total,views_unique
/ethyca/fideslang,10,9
/ethyca/fideslang/tree/main/src,6,2
/ethyca/fideslang/tree/main/src/fideslang,4,2
/ethyca/fideslang/blob/main/demo_resources/demo_organization.yml,3,2
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,3,2
/ethyca/fideslang/blob/main/data_files/data_categories.csv,3,1
/ethyca/fideslang/blob/main/demo_resources/demo_dataset.yml,2,2
/ethyca/fideslang/blob/main/src/fideslang/models.py,2,2
/ethyca/fideslang/tree/main/demo_resources,2,2
/ethyca/fideslang/blob/main/data_files/data_subjects.csv,2,1
