url_path,views_total,views_unique
/ethyca/fideslang,30,21
/ethyca/fideslang/tree/main/data_files,13,5
/ethyca/fideslang/blob/main/data_files/data_categories.yml,9,4
/ethyca/fideslang/tree/main/src/fideslang,8,6
/ethyca/fideslang/blob/main/src/fideslang/models.py,7,5
/ethyca/fideslang/tree/main/src,5,4
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,3,2
/ethyca/fideslang/blob/main/data_files/data_uses.yml,3,1
/ethyca/fideslang/blob/main/src/fideslang/validation.py,3,1
/ethyca/fideslang/pull/85,3,1
