url_path,views_total,views_unique
/ethyca/fideslang,53,30
/ethyca/fideslang/pull/103,27,4
/ethyca/fideslang/tree/main/src/fideslang,16,4
/ethyca/fideslang/tree/main/data_files,15,9
/ethyca/fideslang/blob/main/data_files/data_categories.csv,15,7
/ethyca/fideslang/tree/main/src,13,4
/ethyca/fideslang/blob/main/mkdocs/docs/index.md,11,1
/ethyca/fideslang/blob/main/src/fideslang/models.py,10,5
/ethyca/fideslang/blob/main/data_files/data_categories.yml,10,3
/ethyca/fideslang/tree/main/mkdocs/docs,9,1
