time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,9,2,1.0,1.0
2025-04-23 00:00:00+00:00,18,4,2.0,2.0
2025-04-24 00:00:00+00:00,6,3,,
2025-04-25 00:00:00+00:00,6,4,,
2025-04-26 00:00:00+00:00,1,1,1.0,1.0
2025-04-27 00:00:00+00:00,2,2,,
2025-04-28 00:00:00+00:00,9,2,29.0,1.0
2025-04-29 00:00:00+00:00,23,5,2.0,2.0
2025-04-30 00:00:00+00:00,34,4,7.0,2.0
2025-05-01 00:00:00+00:00,20,5,18.0,1.0
2025-05-02 00:00:00+00:00,2,2,1.0,1.0
2025-05-03 00:00:00+00:00,1,1,1.0,1.0
2025-05-04 00:00:00+00:00,1,1,1.0,1.0
2025-05-05 00:00:00+00:00,1,1,1.0,1.0
