url_path,views_total,views_unique
/ethyca/fideslang,64,24
/ethyca/fideslang/search,19,2
/ethyca/fideslang/tree/main/src/fideslang,14,4
/ethyca/fideslang/tree/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang,13,1
/ethyca/fideslang/tree/main/data_files,7,4
/ethyca/fideslang/tree/main/src,7,4
/ethyca/fideslang/blob/f45fa281b1302566f0b46830d19cbf95a3d97915/src/fideslang/default_taxonomy.py,6,1
/ethyca/fideslang/blob/main/src/fideslang/parse.py,4,2
/ethyca/fideslang/tree/main/mkdocs,4,2
/ethyca/fideslang/blob/main/src/fideslang/manifests.py,4,1
