url_path,views_total,views_unique
/ethyca/fideslang,5,4
/ethyca/fideslang/blob/main/src/fideslang/models.py,5,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_categories.py,3,1
/ethyca/fideslang/tree/main,3,1
/ethyca/fideslang/blob/ae8810495e72c74a1e5f831700f5a255dc6399f0/src/fideslang/default_taxonomy/data_categories.py,2,1
/ethyca/fideslang/blob/ae8810495e72c74a1e5f831700f5a255dc6399f0/src/fideslang/default_taxonomy/data_subjects.py,2,1
/ethyca/fideslang/blob/ae8810495e72c74a1e5f831700f5a255dc6399f0/src/fideslang/default_taxonomy/data_uses.py,2,1
/ethyca/fideslang/blob/ae8810495e72c74a1e5f831700f5a255dc6399f0/src/fideslang/default_taxonomy/__init__.py,2,1
/ethyca/fideslang/blob/ae8810495e72c74a1e5f831700f5a255dc6399f0/src/fideslang/default_taxonomy/organizations.py,2,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_uses.py,2,1
