time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-11 00:00:00+00:00,22.0,4.0,58,14
2022-05-12 00:00:00+00:00,1.0,1.0,28,11
2022-05-13 00:00:00+00:00,7.0,2.0,39,8
2022-05-14 00:00:00+00:00,,,11,4
2022-05-15 00:00:00+00:00,1.0,1.0,4,3
2022-05-16 00:00:00+00:00,1.0,1.0,17,8
2022-05-17 00:00:00+00:00,7.0,5.0,73,8
2022-05-18 00:00:00+00:00,,,28,13
2022-05-19 00:00:00+00:00,1.0,1.0,10,7
2022-05-20 00:00:00+00:00,2.0,2.0,20,10
2022-05-21 00:00:00+00:00,,,5,4
2022-05-22 00:00:00+00:00,,,8,4
2022-05-23 00:00:00+00:00,1.0,1.0,18,8
2022-05-24 00:00:00+00:00,,,4,3
