time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,221,18,0,0
2026-04-27 00:00:00+00:00,687,58,1,1
2026-04-28 00:00:00+00:00,618,130,0,0
2026-04-29 00:00:00+00:00,746,175,0,0
2026-04-30 00:00:00+00:00,420,95,0,0
2026-05-01 00:00:00+00:00,361,88,1,1
2026-05-02 00:00:00+00:00,77,20,1,1
2026-05-03 00:00:00+00:00,68,20,1,1
2026-05-04 00:00:00+00:00,456,114,1,1
2026-05-05 00:00:00+00:00,694,175,5,1
2026-05-06 00:00:00+00:00,720,181,1,1
2026-05-07 00:00:00+00:00,279,72,0,0
2026-05-08 00:00:00+00:00,254,71,0,0
2026-05-09 00:00:00+00:00,200,51,0,0
