url_path,views_total,views_unique
/ethyca/fideslang,52,27
/ethyca/fideslang/tree/main/data_files,17,3
/ethyca/fideslang/blob/main/data_files/data_categories.csv,11,3
/ethyca/fideslang/blob/main/data_files/data_qualifiers.csv,7,2
/ethyca/fideslang/blob/main/data_files/data_subjects.csv,6,2
/ethyca/fideslang/tree/main/mkdocs,5,4
/ethyca/fideslang/tree/main/demo_resources,4,3
/ethyca/fideslang/blob/main/data_files/data_uses.csv,4,2
/ethyca/fideslang/pull/92,4,1
/ethyca/fideslang/tree/main/mkdocs/docs,3,3
