time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-06 00:00:00+00:00,420,6,556,31
2022-09-07 00:00:00+00:00,542,8,583,28
2022-09-08 00:00:00+00:00,609,8,387,26
2022-09-09 00:00:00+00:00,435,5,293,35
2022-09-10 00:00:00+00:00,30,3,10,4
2022-09-11 00:00:00+00:00,3,2,26,5
2022-09-12 00:00:00+00:00,482,5,481,23
2022-09-13 00:00:00+00:00,562,8,432,24
2022-09-14 00:00:00+00:00,711,8,423,29
2022-09-15 00:00:00+00:00,153,9,227,26
2022-09-16 00:00:00+00:00,381,8,253,25
2022-09-17 00:00:00+00:00,46,5,34,6
2022-09-18 00:00:00+00:00,4,2,18,5
2022-09-19 00:00:00+00:00,486,8,471,22
