referrer,views_total,views_unique
github.com,220,40
Google,42,8
ethyca.atlassian.net,22,5
ethyca.github.io,15,6
mail.google.com,10,2
boards.greenhouse.io,3,1
endtest.dev,1,1
iboxshare.com,1,1
