time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-11 00:00:00+00:00,21.0,3.0,94,16
2022-04-12 00:00:00+00:00,11.0,3.0,150,29
2022-04-13 00:00:00+00:00,44.0,4.0,469,35
2022-04-14 00:00:00+00:00,38.0,5.0,472,21
2022-04-15 00:00:00+00:00,22.0,2.0,511,19
2022-04-16 00:00:00+00:00,5.0,3.0,69,11
2022-04-17 00:00:00+00:00,,,48,7
2022-04-18 00:00:00+00:00,71.0,9.0,572,26
2022-04-19 00:00:00+00:00,20.0,2.0,172,29
2022-04-20 00:00:00+00:00,6.0,3.0,41,13
2022-04-21 00:00:00+00:00,4.0,2.0,53,10
2022-04-22 00:00:00+00:00,14.0,2.0,92,13
2022-04-23 00:00:00+00:00,883.0,2.0,19,7
2022-04-24 00:00:00+00:00,2.0,1.0,17,5
2022-04-25 00:00:00+00:00,8.0,1.0,40,11
