referrer,views_total,views_unique
github.com,569,42
Google,164,24
ethyca.github.io,70,6
ethyca.atlassian.net,23,4
DuckDuckGo,12,1
ethyca.com,7,3
dev.to,5,1
boards.greenhouse.io,4,2
cn.bing.com,1,1
diologix.com,1,1
