referrer,views_total,views_unique
github.com,668,43
Google,147,20
ethyca.github.io,40,5
docs.google.com,16,4
ethyca.com,6,2
ethyca.atlassian.net,4,3
boards.greenhouse.io,1,1
mail.google.com,1,1
github-com.translate.goog,1,1
admin.github.com,1,1
