referrer,views_total,views_unique
github.com,387,40
Google,30,18
ethyca.github.io,24,5
ethyca.atlassian.net,11,3
DuckDuckGo,11,1
dev.to,5,1
diologix.com,1,1
t.co,1,1
boards.greenhouse.io,1,1
