time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-02 00:00:00+00:00,,,48,5
2022-07-03 00:00:00+00:00,3.0,2.0,81,5
2022-07-04 00:00:00+00:00,318.0,14.0,156,7
2022-07-05 00:00:00+00:00,371.0,11.0,762,21
2022-07-06 00:00:00+00:00,640.0,11.0,1540,23
2022-07-07 00:00:00+00:00,438.0,11.0,582,21
2022-07-08 00:00:00+00:00,382.0,9.0,499,19
2022-07-09 00:00:00+00:00,7.0,3.0,44,3
2022-07-10 00:00:00+00:00,123.0,4.0,37,6
2022-07-11 00:00:00+00:00,384.0,5.0,550,19
2022-07-12 00:00:00+00:00,306.0,7.0,363,19
2022-07-13 00:00:00+00:00,365.0,7.0,440,20
2022-07-14 00:00:00+00:00,350.0,14.0,380,15
2022-07-15 00:00:00+00:00,372.0,13.0,554,13
