url_path,views_total,views_unique
/ethyca/fidesops,24,19
/ethyca/fidesops/issues/556,11,10
/ethyca/fidesops/pull/611,3,3
/ethyca/fidesops/pulls,3,2
/ethyca/fidesops/blob/main/src/fidesops/ops/api/v1/scope_registry.py,3,1
/ethyca/fidesops/blob/main/src/fidesops/ops/service/connectors/manual_webhook_connector.py,3,1
/ethyca/fidesops/pull/844,2,2
/ethyca/fidesops/blame/main/scripts/mssql_discover.py,2,1
/ethyca/fidesops/blob/main/scripts/mssql_discover.py,2,1
/ethyca/fidesops/blob/main/src/fidesops/ops/models/manual_webhook.py,2,1
