time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-20 00:00:00+00:00,20,5,47,5
2022-03-21 00:00:00+00:00,67,12,310,16
2022-03-22 00:00:00+00:00,30,7,218,23
2022-03-23 00:00:00+00:00,108,3,292,19
2022-03-24 00:00:00+00:00,35,6,133,16
2022-03-25 00:00:00+00:00,72,9,353,18
2022-03-26 00:00:00+00:00,59,12,92,6
2022-03-27 00:00:00+00:00,19,3,72,5
2022-03-28 00:00:00+00:00,88,11,328,20
2022-03-29 00:00:00+00:00,42,11,259,16
2022-03-30 00:00:00+00:00,25,6,188,20
2022-03-31 00:00:00+00:00,29,7,197,20
2022-04-01 00:00:00+00:00,72,11,428,20
2022-04-02 00:00:00+00:00,13,4,123,7
