time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-10 00:00:00+00:00,158.0,6.0,710,23
2022-05-11 00:00:00+00:00,61.0,4.0,481,26
2022-05-12 00:00:00+00:00,98.0,7.0,517,30
2022-05-13 00:00:00+00:00,50.0,6.0,295,24
2022-05-14 00:00:00+00:00,,,17,3
2022-05-15 00:00:00+00:00,3.0,3.0,53,6
2022-05-16 00:00:00+00:00,77.0,9.0,510,23
2022-05-17 00:00:00+00:00,37.0,5.0,425,29
2022-05-18 00:00:00+00:00,98.0,11.0,438,26
2022-05-19 00:00:00+00:00,90.0,16.0,403,26
2022-05-20 00:00:00+00:00,12.0,3.0,293,17
2022-05-21 00:00:00+00:00,1.0,1.0,123,2
2022-05-22 00:00:00+00:00,,,36,6
2022-05-23 00:00:00+00:00,29.0,4.0,213,20
