referrer,views_total,views_unique
github.com,621,40
ethyca.atlassian.net,45,3
Google,37,10
ethyca.github.io,3,2
app.snowflake.com,3,1
dashboard-prod.data.sonatype.com,1,1
ethyca.com,1,1
