referrer,views_total,views_unique
github.com,596,44
ethyca.atlassian.net,20,4
ethyca.com,17,3
Google,16,7
ethyca.github.io,11,1
dashboard-prod.data.sonatype.com,2,2
com.google.android.gm,1,1
