time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-17 00:00:00+00:00,397,13,431,20
2022-08-18 00:00:00+00:00,209,10,319,23
2022-08-19 00:00:00+00:00,285,9,236,18
2022-08-20 00:00:00+00:00,2,2,10,4
2022-08-21 00:00:00+00:00,23,4,54,3
2022-08-22 00:00:00+00:00,619,7,466,26
2022-08-23 00:00:00+00:00,514,7,530,19
2022-08-24 00:00:00+00:00,394,10,403,19
2022-08-25 00:00:00+00:00,340,11,379,27
2022-08-26 00:00:00+00:00,386,8,378,16
2022-08-27 00:00:00+00:00,16,3,8,3
2022-08-28 00:00:00+00:00,6,5,3,2
2022-08-29 00:00:00+00:00,335,11,363,21
2022-08-30 00:00:00+00:00,370,15,490,24
