referrer,views_total,views_unique
github.com,527,60
Google,55,19
ethyca.atlassian.net,46,4
linkedin.com,35,10
ethyca.github.io,8,3
goodfirstissues.com,5,1
com.linkedin.android,3,2
mail.google.com,2,1
app.snyk.io,1,1
youtube.com,1,1
