referrer,views_total,views_unique
github.com,428,44
ethyca.github.io,49,6
Google,48,21
ethyca.atlassian.net,22,4
DuckDuckGo,12,1
ethyca.com,5,2
dev.to,5,1
boards.greenhouse.io,4,2
cn.bing.com,1,1
diologix.com,1,1
