time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-18 00:00:00+00:00,13,3,71,5
2022-06-19 00:00:00+00:00,17,3,76,7
2022-06-20 00:00:00+00:00,82,6,344,15
2022-06-21 00:00:00+00:00,181,10,419,15
2022-06-22 00:00:00+00:00,212,11,610,18
2022-06-23 00:00:00+00:00,189,15,451,20
2022-06-24 00:00:00+00:00,125,14,382,14
2022-06-25 00:00:00+00:00,24,4,92,7
2022-06-26 00:00:00+00:00,33,4,67,5
2022-06-27 00:00:00+00:00,659,9,477,22
2022-06-28 00:00:00+00:00,311,10,578,34
2022-06-29 00:00:00+00:00,176,9,489,19
2022-06-30 00:00:00+00:00,248,10,486,19
2022-07-01 00:00:00+00:00,114,5,515,20
