time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-27 00:00:00+00:00,3,2,29.0,5.0
2023-01-28 00:00:00+00:00,3,3,,
2023-01-29 00:00:00+00:00,2,2,,
2023-01-30 00:00:00+00:00,2,2,8.0,6.0
2023-01-31 00:00:00+00:00,2,2,20.0,7.0
2023-02-01 00:00:00+00:00,1,1,7.0,5.0
2023-02-02 00:00:00+00:00,1,1,10.0,3.0
2023-02-03 00:00:00+00:00,1,1,60.0,7.0
2023-02-04 00:00:00+00:00,2,2,1.0,1.0
2023-02-05 00:00:00+00:00,2,2,3.0,2.0
2023-02-06 00:00:00+00:00,1,1,5.0,3.0
2023-02-07 00:00:00+00:00,1,1,4.0,4.0
2023-02-08 00:00:00+00:00,1,1,23.0,4.0
2023-02-09 00:00:00+00:00,2,2,20.0,4.0
