referrer,views_total,views_unique
github.com,206,37
Google,46,9
ethyca.atlassian.net,22,6
ethyca.github.io,12,5
mail.google.com,10,2
boards.greenhouse.io,3,1
endtest.dev,2,2
iboxshare.com,1,1
