time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-26 00:00:00+00:00,2,2,57.0,11.0
2022-10-27 00:00:00+00:00,5,3,31.0,6.0
2022-10-28 00:00:00+00:00,3,3,45.0,8.0
2022-10-29 00:00:00+00:00,5,2,2.0,2.0
2022-10-30 00:00:00+00:00,1,1,5.0,3.0
2022-10-31 00:00:00+00:00,51,3,62.0,12.0
2022-11-01 00:00:00+00:00,1,1,113.0,14.0
2022-11-02 00:00:00+00:00,2,2,24.0,10.0
2022-11-03 00:00:00+00:00,4,2,27.0,9.0
2022-11-04 00:00:00+00:00,3,2,33.0,14.0
2022-11-05 00:00:00+00:00,4,2,,
2022-11-06 00:00:00+00:00,1,1,,
2022-11-07 00:00:00+00:00,33,3,11.0,7.0
2022-11-08 00:00:00+00:00,6,6,23.0,12.0
