referrer,views_total,views_unique
github.com,600,49
Google,154,22
ethyca.github.io,79,4
ethyca.atlassian.net,24,4
ethyca.com,8,3
boards.greenhouse.io,5,3
dev.to,5,1
cn.bing.com,1,1
github-com.translate.goog,1,1
diologix.com,1,1
