time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-04 00:00:00+00:00,8.0,5.0,36,8
2022-02-05 00:00:00+00:00,,,3,2
2022-02-06 00:00:00+00:00,4.0,2.0,13,3
2022-02-07 00:00:00+00:00,12.0,3.0,128,12
2022-02-08 00:00:00+00:00,8.0,3.0,215,15
2022-02-09 00:00:00+00:00,10.0,4.0,348,22
2022-02-10 00:00:00+00:00,7.0,1.0,223,15
2022-02-11 00:00:00+00:00,20.0,4.0,158,5
2022-02-12 00:00:00+00:00,2.0,1.0,11,3
2022-02-13 00:00:00+00:00,,,7,4
2022-02-14 00:00:00+00:00,,,79,11
2022-02-15 00:00:00+00:00,30.0,5.0,336,18
2022-02-16 00:00:00+00:00,23.0,5.0,318,16
2022-02-17 00:00:00+00:00,42.0,5.0,321,12
