time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-19 00:00:00+00:00,17.0,3.0,76,7
2022-06-20 00:00:00+00:00,82.0,6.0,344,15
2022-06-21 00:00:00+00:00,181.0,10.0,419,15
2022-06-22 00:00:00+00:00,212.0,11.0,610,18
2022-06-23 00:00:00+00:00,189.0,15.0,451,20
2022-06-24 00:00:00+00:00,125.0,14.0,382,14
2022-06-25 00:00:00+00:00,24.0,4.0,92,7
2022-06-26 00:00:00+00:00,33.0,4.0,67,5
2022-06-27 00:00:00+00:00,659.0,9.0,477,22
2022-06-28 00:00:00+00:00,311.0,10.0,578,34
2022-06-29 00:00:00+00:00,176.0,9.0,489,19
2022-06-30 00:00:00+00:00,248.0,10.0,486,19
2022-07-01 00:00:00+00:00,127.0,5.0,530,21
2022-07-02 00:00:00+00:00,,,47,4
